20005074	20005239	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	6	ENSE00001766044.3
20006374	20006586	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	7	ENSE00003722766.1
20019547	20019618	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	8	ENSE00003493325.1
20026612	20026762	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	9	ENSE00003632758.1
20027203	20027318	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	10	ENSE00003594100.1
20031319	20031435	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	11	ENSE00001701375.1
20034254	20034404	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	12	ENSE00001493682.2
20036737	20036909	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	13	ENSE00003710675.1
20051433	20051598	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	14	ENSE00003706961.1
20052277	20052311	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	15	ENSE00003708852.1
20058575	20058704	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	16	ENSE00003711449.1
20059447	20059562	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	17	ENSE00003705144.1
20061053	20061224	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	18	ENSE00003705601.1
20062846	20062971	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	19	ENSE00003710361.1
20064451	20064545	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	20	ENSE00003709923.1
20066851	20067019	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	21	ENSE00003706670.1
20067239	20067390	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	22	ENSE00003711029.1
20082016	20082130	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	23	ENSE00003707483.1
20082781	20083032	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	24	ENSE00003706500.1
20083656	20083776	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	25	ENSE00003710456.1
20085822	20091829	ENSG00000121741.16	ENST00000382874.6	ZMYM2-203	26	ENSE00001493636.2
19958783	19958841	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	1	ENSE00001493625.1
19959958	19960026	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	2	ENSE00000994796.1
19970025	19970071	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	3	ENSE00001493691.1
19993063	19993919	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	4	ENSE00002289331.1
20002850	20003135	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	5	ENSE00003724433.1
20005074	20005239	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	6	ENSE00001766044.3
20006374	20006586	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	7	ENSE00003722766.1
20019547	20019618	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	8	ENSE00003493325.1
20026612	20026762	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	9	ENSE00003632758.1
20027203	20027318	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	10	ENSE00003594100.1
20031319	20031435	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	11	ENSE00001701375.1
20034254	20034404	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	12	ENSE00001493682.2
20036737	20036909	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	13	ENSE00003710675.1
20051433	20051598	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	14	ENSE00003706961.1
20052277	20052311	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	15	ENSE00003708852.1
20058575	20058704	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	16	ENSE00003711449.1
20059447	20059562	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	17	ENSE00003705144.1
20061053	20061224	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	18	ENSE00003705601.1
20062846	20062971	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	19	ENSE00003710361.1
20064451	20064545	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	20	ENSE00003709923.1
20066851	20067019	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	21	ENSE00003706670.1
20067239	20067390	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	22	ENSE00003711029.1
20082016	20082130	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	23	ENSE00003707483.1
20082781	20083032	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	24	ENSE00003706500.1
20083656	20083776	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	25	ENSE00003710456.1
20085822	20086746	ENSG00000121741.16	ENST00000382871.3	ZMYM2-202	26	ENSE00001493624.1
19959859	19960026	ENSG00000121741.16	ENST00000620447.1	ZMYM2-211	1	ENSE00003747314.1
19965220	19965281	ENSG00000121741.16	ENST00000620447.1	ZMYM2-211	2	ENSE00003717673.1
19993063	19993564	ENSG00000121741.16	ENST00000620447.1	ZMYM2-211	3	ENSE00003733075.1
19993826	19993919	ENSG00000121741.16	ENST00000620447.1	ZMYM2-211	4	ENSE00003744671.1
20002850	20003092	ENSG00000121741.16	ENST00000620447.1	ZMYM2-211	5	ENSE00003731886.1
20567069	20567256	ENSG00000032742.17	ENST00000351808.9	IFT88-202	1	ENSE00001162827.2
20574380	20574475	ENSG00000032742.17	ENST00000351808.9	IFT88-202	2	ENSE00003501965.1
20582957	20583019	ENSG00000032742.17	ENST00000351808.9	IFT88-202	3	ENSE00002726528.1
20589811	20589867	ENSG00000032742.17	ENST00000351808.9	IFT88-202	4	ENSE00000994970.1
20590967	20591020	ENSG00000032742.17	ENST00000351808.9	IFT88-202	5	ENSE00000994986.1
20591618	20591681	ENSG00000032742.17	ENST00000351808.9	IFT88-202	6	ENSE00000994972.1
20592335	20592404	ENSG00000032742.17	ENST00000351808.9	IFT88-202	7	ENSE00000994982.1
20596150	20596240	ENSG00000032742.17	ENST00000351808.9	IFT88-202	8	ENSE00000994983.1
20597015	20597119	ENSG00000032742.17	ENST00000351808.9	IFT88-202	9	ENSE00000994976.1
20598651	20598753	ENSG00000032742.17	ENST00000351808.9	IFT88-202	10	ENSE00000994987.1
20599451	20599565	ENSG00000032742.17	ENST00000351808.9	IFT88-202	11	ENSE00000994975.1
20601705	20601933	ENSG00000032742.17	ENST00000351808.9	IFT88-202	12	ENSE00000994980.1
20605035	20605105	ENSG00000032742.17	ENST00000351808.9	IFT88-202	13	ENSE00000994969.1
20615793	20615879	ENSG00000032742.17	ENST00000351808.9	IFT88-202	14	ENSE00003625094.1
20625750	20625849	ENSG00000032742.17	ENST00000351808.9	IFT88-202	15	ENSE00003556850.1
20631016	20631102	ENSG00000032742.17	ENST00000351808.9	IFT88-202	16	ENSE00003666195.1
20638332	20638518	ENSG00000032742.17	ENST00000351808.9	IFT88-202	17	ENSE00003595969.1
20641290	20641398	ENSG00000032742.17	ENST00000351808.9	IFT88-202	18	ENSE00002712977.1
20643455	20643605	ENSG00000032742.17	ENST00000351808.9	IFT88-202	19	ENSE00000994985.1
20644843	20644958	ENSG00000032742.17	ENST00000351808.9	IFT88-202	20	ENSE00000994978.1
20653876	20653928	ENSG00000032742.17	ENST00000351808.9	IFT88-202	21	ENSE00003528150.1
20656365	20656430	ENSG00000032742.17	ENST00000351808.9	IFT88-202	22	ENSE00003650108.1
20663498	20663604	ENSG00000032742.17	ENST00000351808.9	IFT88-202	23	ENSE00003604510.1
20670973	20671039	ENSG00000032742.17	ENST00000351808.9	IFT88-202	24	ENSE00003650622.1
20690705	20690815	ENSG00000032742.17	ENST00000351808.9	IFT88-202	25	ENSE00003628874.1
20691054	20691362	ENSG00000032742.17	ENST00000351808.9	IFT88-202	26	ENSE00003599771.1
20567138	20567256	ENSG00000032742.17	ENST00000319980.10	IFT88-201	1	ENSE00001853760.1
20567670	20567785	ENSG00000032742.17	ENST00000319980.10	IFT88-201	2	ENSE00001279973.1
20567885	20567997	ENSG00000032742.17	ENST00000319980.10	IFT88-201	3	ENSE00002686250.1
20574380	20574475	ENSG00000032742.17	ENST00000319980.10	IFT88-201	4	ENSE00003544777.1
20582957	20583019	ENSG00000032742.17	ENST00000319980.10	IFT88-201	5	ENSE00002726528.1
20589811	20589867	ENSG00000032742.17	ENST00000319980.10	IFT88-201	6	ENSE00000994970.1
20590967	20591020	ENSG00000032742.17	ENST00000319980.10	IFT88-201	7	ENSE00000994986.1
20591618	20591681	ENSG00000032742.17	ENST00000319980.10	IFT88-201	8	ENSE00000994972.1
20592335	20592404	ENSG00000032742.17	ENST00000319980.10	IFT88-201	9	ENSE00000994982.1
20596150	20596240	ENSG00000032742.17	ENST00000319980.10	IFT88-201	10	ENSE00000994983.1
20597015	20597119	ENSG00000032742.17	ENST00000319980.10	IFT88-201	11	ENSE00000994976.1
20598651	20598753	ENSG00000032742.17	ENST00000319980.10	IFT88-201	12	ENSE00000994987.1
20599451	20599565	ENSG00000032742.17	ENST00000319980.10	IFT88-201	13	ENSE00000994975.1
20601705	20601933	ENSG00000032742.17	ENST00000319980.10	IFT88-201	14	ENSE00000994980.1
20605035	20605105	ENSG00000032742.17	ENST00000319980.10	IFT88-201	15	ENSE00000994969.1
20615793	20615879	ENSG00000032742.17	ENST00000319980.10	IFT88-201	16	ENSE00003625094.1
20625750	20625849	ENSG00000032742.17	ENST00000319980.10	IFT88-201	17	ENSE00003556850.1
20631016	20631102	ENSG00000032742.17	ENST00000319980.10	IFT88-201	18	ENSE00003666195.1
20638332	20638518	ENSG00000032742.17	ENST00000319980.10	IFT88-201	19	ENSE00003595969.1
20641290	20641398	ENSG00000032742.17	ENST00000319980.10	IFT88-201	20	ENSE00002712977.1
20643455	20643605	ENSG00000032742.17	ENST00000319980.10	IFT88-201	21	ENSE00000994985.1
20644843	20644958	ENSG00000032742.17	ENST00000319980.10	IFT88-201	22	ENSE00000994978.1
20653876	20653928	ENSG00000032742.17	ENST00000319980.10	IFT88-201	23	ENSE00003528150.1
20656365	20656430	ENSG00000032742.17	ENST00000319980.10	IFT88-201	24	ENSE00003650108.1
20663498	20663604	ENSG00000032742.17	ENST00000319980.10	IFT88-201	25	ENSE00003604510.1
20670973	20671039	ENSG00000032742.17	ENST00000319980.10	IFT88-201	26	ENSE00003650622.1
20690705	20690815	ENSG00000032742.17	ENST00000319980.10	IFT88-201	27	ENSE00003628874.1
20691054	20691437	ENSG00000032742.17	ENST00000319980.10	IFT88-201	28	ENSE00001928960.2
20567166	20567256	ENSG00000032742.17	ENST00000389373.3	IFT88-203	1	ENSE00001654971.1
20567670	20567997	ENSG00000032742.17	ENST00000389373.3	IFT88-203	2	ENSE00003574182.1
20574380	20574475	ENSG00000032742.17	ENST00000389373.3	IFT88-203	3	ENSE00003501965.1
20582957	20583016	ENSG00000032742.17	ENST00000389373.3	IFT88-203	4	ENSE00001723493.1
20597014	20597119	ENSG00000032742.17	ENST00000537103.2	IFT88-207	1	ENSE00003715202.1
20598651	20598753	ENSG00000032742.17	ENST00000537103.2	IFT88-207	2	ENSE00000994987.1
20599451	20599565	ENSG00000032742.17	ENST00000537103.2	IFT88-207	3	ENSE00000994975.1
20601705	20601748	ENSG00000032742.17	ENST00000537103.2	IFT88-207	4	ENSE00003719855.1
20601851	20601933	ENSG00000032742.17	ENST00000537103.2	IFT88-207	5	ENSE00003729807.1
20605035	20605105	ENSG00000032742.17	ENST00000537103.2	IFT88-207	6	ENSE00000994969.1
20615793	20615879	ENSG00000032742.17	ENST00000537103.2	IFT88-207	7	ENSE00003625094.1
20625750	20625849	ENSG00000032742.17	ENST00000537103.2	IFT88-207	8	ENSE00003556850.1
20631016	20631102	ENSG00000032742.17	ENST00000537103.2	IFT88-207	9	ENSE00003666195.1
20638332	20638518	ENSG00000032742.17	ENST00000537103.2	IFT88-207	10	ENSE00003595969.1
20641290	20642896	ENSG00000032742.17	ENST00000537103.2	IFT88-207	11	ENSE00001828042.2
20702127	20703320	ENSG00000172458.4	ENST00000498088.1	IL17D-203	1	ENSE00001891478.1
20703996	20704086	ENSG00000172458.4	ENST00000498088.1	IL17D-203	2	ENSE00001957440.1
20703343	20703444	ENSG00000172458.4	ENST00000304920.3	IL17D-201	1	ENSE00001162704.3
20703996	20704291	ENSG00000172458.4	ENST00000304920.3	IL17D-201	2	ENSE00001146427.1
20721636	20723098	ENSG00000172458.4	ENST00000304920.3	IL17D-201	3	ENSE00001146420.6
21140514	21140681	ENSG00000150459.12	ENST00000382533.8	SAP18-201	1	ENSE00001492576.3
21140886	21140995	ENSG00000150459.12	ENST00000382533.8	SAP18-201	2	ENSE00003697778.1
21146805	21146927	ENSG00000150459.12	ENST00000382533.8	SAP18-201	3	ENSE00003699284.1
21147186	21149082	ENSG00000150459.12	ENST00000382533.8	SAP18-201	4	ENSE00001492489.4
21140514	21140681	ENSG00000150459.12	ENST00000621421.4	SAP18-208	1	ENSE00001492576.3
21140886	21140995	ENSG00000150459.12	ENST00000621421.4	SAP18-208	2	ENSE00003697778.1
21146805	21146927	ENSG00000150459.12	ENST00000621421.4	SAP18-208	3	ENSE00003699284.1
21147186	21149084	ENSG00000150459.12	ENST00000621421.4	SAP18-208	4	ENSE00003749368.1
21140578	21140681	ENSG00000150459.12	ENST00000607003.5	SAP18-207	1	ENSE00003700780.1
21140886	21140995	ENSG00000150459.12	ENST00000607003.5	SAP18-207	2	ENSE00003697778.1
21146805	21146927	ENSG00000150459.12	ENST00000607003.5	SAP18-207	3	ENSE00003699284.1
21147186	21149082	ENSG00000150459.12	ENST00000607003.5	SAP18-207	4	ENSE00001492489.4
21140615	21140681	ENSG00000150459.12	ENST00000492245.5	SAP18-206	1	ENSE00001895779.1
21140886	21140995	ENSG00000150459.12	ENST00000492245.5	SAP18-206	2	ENSE00003697778.1
21147186	21147413	ENSG00000150459.12	ENST00000492245.5	SAP18-206	3	ENSE00001901196.1
21140774	21140995	ENSG00000150459.12	ENST00000450573.5	SAP18-202	1	ENSE00001636748.1
21146805	21146927	ENSG00000150459.12	ENST00000450573.5	SAP18-202	2	ENSE00003699284.1
21147186	21147319	ENSG00000150459.12	ENST00000450573.5	SAP18-202	3	ENSE00001601906.1
21140886	21140995	ENSG00000150459.12	ENST00000467636.1	SAP18-203	1	ENSE00003697778.1
21146805	21146927	ENSG00000150459.12	ENST00000467636.1	SAP18-203	2	ENSE00003699284.1
21147167	21147603	ENSG00000150459.12	ENST00000467636.1	SAP18-203	3	ENSE00001879016.1
21176645	21176717	ENSG00000173141.4	ENST00000309594.4	MRPL57-201	1	ENSE00001295301.4
21176912	21179084	ENSG00000173141.4	ENST00000309594.4	MRPL57-201	2	ENSE00001200768.6
21671383	21672189	ENSG00000102678.6	ENST00000382353.5	FGF9-201	1	ENSE00001491832.4
21681042	21681145	ENSG00000102678.6	ENST00000382353.5	FGF9-201	2	ENSE00003571832.1
21701190	21704498	ENSG00000102678.6	ENST00000382353.5	FGF9-201	3	ENSE00001491824.5
23180952	23181075	ENSG00000102683.7	ENST00000218867.3	SGCG-201	1	ENSE00001093706.3
23203695	23203889	ENSG00000102683.7	ENST00000218867.3	SGCG-201	2	ENSE00003621118.1
23234611	23234712	ENSG00000102683.7	ENST00000218867.3	SGCG-201	3	ENSE00000876423.1
23250630	23250717	ENSG00000102683.7	ENST00000218867.3	SGCG-201	4	ENSE00000876424.1
23279359	23279478	ENSG00000102683.7	ENST00000218867.3	SGCG-201	5	ENSE00000906497.1
23295415	23295487	ENSG00000102683.7	ENST00000218867.3	SGCG-201	6	ENSE00000906498.1
23320637	23320760	ENSG00000102683.7	ENST00000218867.3	SGCG-201	7	ENSE00000906499.1
23324368	23325165	ENSG00000102683.7	ENST00000218867.3	SGCG-201	8	ENSE00001093703.3
23570370	23570848	ENSG00000127863.15	ENST00000248484.8	TNFRSF19-201	1	ENSE00001894232.1
23590150	23590252	ENSG00000127863.15	ENST00000248484.8	TNFRSF19-201	2	ENSE00003624759.1
23593345	23593455	ENSG00000127863.15	ENST00000248484.8	TNFRSF19-201	3	ENSE00003522899.1
23615867	23616045	ENSG00000127863.15	ENST00000248484.8	TNFRSF19-201	4	ENSE00003463648.1
23626707	23626792	ENSG00000127863.15	ENST00000248484.8	TNFRSF19-201	5	ENSE00003661340.1
23659050	23659214	ENSG00000127863.15	ENST00000248484.8	TNFRSF19-201	6	ENSE00000678939.1
23660365	23660490	ENSG00000127863.15	ENST00000248484.8	TNFRSF19-201	7	ENSE00000678938.1
23667980	23668082	ENSG00000127863.15	ENST00000248484.8	TNFRSF19-201	8	ENSE00000678937.1
23668692	23669097	ENSG00000127863.15	ENST00000248484.8	TNFRSF19-201	9	ENSE00001412384.1
23673372	23674889	ENSG00000127863.15	ENST00000248484.8	TNFRSF19-201	10	ENSE00001386353.2
23570370	23570848	ENSG00000127863.15	ENST00000403372.6	TNFRSF19-204	1	ENSE00001894232.1
23615867	23616045	ENSG00000127863.15	ENST00000403372.6	TNFRSF19-204	2	ENSE00003524222.1
23626707	23626792	ENSG00000127863.15	ENST00000403372.6	TNFRSF19-204	3	ENSE00003684394.1
23659050	23659214	ENSG00000127863.15	ENST00000403372.6	TNFRSF19-204	4	ENSE00000678939.1
23660365	23660490	ENSG00000127863.15	ENST00000403372.6	TNFRSF19-204	5	ENSE00000678938.1
23667980	23668082	ENSG00000127863.15	ENST00000403372.6	TNFRSF19-204	6	ENSE00000678937.1
23668692	23669097	ENSG00000127863.15	ENST00000403372.6	TNFRSF19-204	7	ENSE00001412384.1
23673372	23676104	ENSG00000127863.15	ENST00000403372.6	TNFRSF19-204	8	ENSE00002298690.2
23579360	23579529	ENSG00000127863.15	ENST00000382258.8	TNFRSF19-202	1	ENSE00001948460.1
23590150	23590252	ENSG00000127863.15	ENST00000382258.8	TNFRSF19-202	2	ENSE00003624759.1
23593345	23593455	ENSG00000127863.15	ENST00000382258.8	TNFRSF19-202	3	ENSE00003522899.1
23615867	23616045	ENSG00000127863.15	ENST00000382258.8	TNFRSF19-202	4	ENSE00003463648.1
23626707	23626792	ENSG00000127863.15	ENST00000382258.8	TNFRSF19-202	5	ENSE00003661340.1
23659050	23659214	ENSG00000127863.15	ENST00000382258.8	TNFRSF19-202	6	ENSE00000678939.1
23660365	23660490	ENSG00000127863.15	ENST00000382258.8	TNFRSF19-202	7	ENSE00000678938.1
23667980	23668082	ENSG00000127863.15	ENST00000382258.8	TNFRSF19-202	8	ENSE00000678937.1
23668692	23669273	ENSG00000127863.15	ENST00000382258.8	TNFRSF19-202	9	ENSE00001551361.2
23579380	23579529	ENSG00000127863.15	ENST00000382263.3	TNFRSF19-203	1	ENSE00001491490.2
23590150	23590252	ENSG00000127863.15	ENST00000382263.3	TNFRSF19-203	2	ENSE00003624759.1
23593345	23593455	ENSG00000127863.15	ENST00000382263.3	TNFRSF19-203	3	ENSE00003522899.1
23615867	23616045	ENSG00000127863.15	ENST00000382263.3	TNFRSF19-203	4	ENSE00003463648.1
23626707	23626792	ENSG00000127863.15	ENST00000382263.3	TNFRSF19-203	5	ENSE00003661340.1
23659050	23659214	ENSG00000127863.15	ENST00000382263.3	TNFRSF19-203	6	ENSE00000678939.1
23660365	23660490	ENSG00000127863.15	ENST00000382263.3	TNFRSF19-203	7	ENSE00000678938.1
23667980	23668082	ENSG00000127863.15	ENST00000382263.3	TNFRSF19-203	8	ENSE00000678937.1
23668692	23669097	ENSG00000127863.15	ENST00000382263.3	TNFRSF19-203	9	ENSE00001412384.1
23673372	23676093	ENSG00000127863.15	ENST00000382263.3	TNFRSF19-203	10	ENSE00001491479.3
23979805	23979924	ENSG00000182957.15	ENST00000424834.6	SPATA13-206	1	ENSE00003302869.1
23983727	23983933	ENSG00000182957.15	ENST00000424834.6	SPATA13-206	2	ENSE00003707943.1
24017667	24017701	ENSG00000182957.15	ENST00000424834.6	SPATA13-206	3	ENSE00003708762.1
24222819	24224582	ENSG00000182957.15	ENST00000424834.6	SPATA13-206	4	ENSE00003710049.1
24249477	24249842	ENSG00000182957.15	ENST00000424834.6	SPATA13-206	5	ENSE00003475277.1
24251718	24251862	ENSG00000182957.15	ENST00000424834.6	SPATA13-206	6	ENSE00003707063.1
24284135	24284271	ENSG00000182957.15	ENST00000424834.6	SPATA13-206	7	ENSE00003710161.1
24286214	24286393	ENSG00000182957.15	ENST00000424834.6	SPATA13-206	8	ENSE00003786975.1
24286765	24286950	ENSG00000182957.15	ENST00000424834.6	SPATA13-206	9	ENSE00003709335.1
24288999	24289178	ENSG00000182957.15	ENST00000424834.6	SPATA13-206	10	ENSE00003710202.1
24290652	24290884	ENSG00000182957.15	ENST00000424834.6	SPATA13-206	11	ENSE00003708512.1
24294739	24294868	ENSG00000182957.15	ENST00000424834.6	SPATA13-206	12	ENSE00003711405.1
24297363	24297735	ENSG00000182957.15	ENST00000424834.6	SPATA13-206	13	ENSE00003709552.1
24300401	24300475	ENSG00000182957.15	ENST00000424834.6	SPATA13-206	14	ENSE00003709075.1
24302598	24307069	ENSG00000182957.15	ENST00000424834.6	SPATA13-206	15	ENSE00001726711.1
24160716	24160932	ENSG00000182957.15	ENST00000382108.7	SPATA13-203	1	ENSE00003734361.1
24222819	24224582	ENSG00000182957.15	ENST00000382108.7	SPATA13-203	2	ENSE00003710049.1
24249477	24249842	ENSG00000182957.15	ENST00000382108.7	SPATA13-203	3	ENSE00003475277.1
24251718	24251862	ENSG00000182957.15	ENST00000382108.7	SPATA13-203	4	ENSE00003707063.1
24284135	24284271	ENSG00000182957.15	ENST00000382108.7	SPATA13-203	5	ENSE00003710161.1
24286214	24286393	ENSG00000182957.15	ENST00000382108.7	SPATA13-203	6	ENSE00003786975.1
24286765	24286950	ENSG00000182957.15	ENST00000382108.7	SPATA13-203	7	ENSE00003709335.1
24288999	24289178	ENSG00000182957.15	ENST00000382108.7	SPATA13-203	8	ENSE00003710202.1
24290652	24290884	ENSG00000182957.15	ENST00000382108.7	SPATA13-203	9	ENSE00003708512.1
24294739	24294868	ENSG00000182957.15	ENST00000382108.7	SPATA13-203	10	ENSE00003711405.1
24297363	24297735	ENSG00000182957.15	ENST00000382108.7	SPATA13-203	11	ENSE00003709552.1
24300401	24300475	ENSG00000182957.15	ENST00000382108.7	SPATA13-203	12	ENSE00003709075.1
24302598	24307074	ENSG00000182957.15	ENST00000382108.7	SPATA13-203	13	ENSE00001490951.3
